PID,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,BsmtFin SF 1,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Garage Cars,Yr Sold,SalePrice
527131030,5664,8,5,2000,2000,1158,1659,1,0,2,0,2,1,2,2009,278000
527132090,7380,8,5,1998,1998,341,1478,1,0,2,0,2,1,2,2009,240000
527146010,8013,8,5,1995,1996,741,1734,1,0,2,0,2,1,2,2009,239500
527161040,8923,7,5,1998,1998,189,1382,0,0,2,1,3,1,2,2009,177500
527162110,10141,7,5,1998,1998,0,1718,0,0,2,1,3,1,2,2009,185000
527162120,7500,6,5,1998,1999,476,1636,1,0,2,1,3,1,2,2009,191000
527163040,7837,6,7,1993,1994,0,1571,0,0,2,1,3,1,2,2009,178000
527163070,9765,6,8,1993,1993,310,1470,0,0,2,1,3,1,2,2009,185000
527163130,8803,6,5,1994,1995,600,1516,1,0,2,1,3,1,2,2009,181316
527164020,7250,6,5,1993,1993,0,1190,0,0,2,0,3,1,2,2009,166000
527164060,9636,6,5,1992,1993,0,1593,0,0,2,1,3,1,2,2009,178000
527164090,8125,6,5,1994,1995,0,1481,0,0,2,1,3,1,2,2009,174000
527165130,9248,6,6,1992,1992,560,1167,1,0,2,0,3,1,2,2009,173000
527166010,10762,7,5,1999,1999,694,1983,0,0,2,1,3,1,2,2009,225000
527180100,11851,7,5,1990,1990,0,1442,0,0,2,0,3,1,2,2009,180500
527182110,5814,8,5,1984,1984,1036,1360,1,0,1,0,1,1,2,2009,187500
527214050,17423,9,5,2008,2009,1904,2234,1,0,2,0,1,1,3,2009,501837
527254020,11844,8,5,2008,2008,0,2046,0,0,2,1,3,1,3,2009,372500
527258020,16158,7,5,2005,2005,1274,1530,1,0,2,0,3,1,2,2009,260000
527276160,11900,5,6,1977,1977,400,1934,1,0,2,1,3,1,2,2009,185000
527301320,13005,7,7,1980,1980,692,2353,1,0,2,1,4,1,2,2009,260000
527302175,17043,6,5,1979,1998,0,1586,0,0,2,0,3,1,2,2009,181000
527326040,11900,7,5,1977,1977,822,1411,0,0,2,0,3,1,2,2009,82500
527326150,16635,6,7,1977,2000,1246,1602,0,1,2,0,3,1,2,2009,215000
527352150,13250,7,6,1978,1978,0,2050,0,0,2,1,4,1,2,2009,154000
527353020,10928,6,6,1978,1986,363,1671,0,0,2,0,3,1,2,2009,200000
527353060,12388,7,7,1980,1991,602,2673,0,0,2,1,4,1,2,2009,249000
527354100,14115,7,5,1980,1980,1036,1472,1,0,2,0,3,1,2,2009,187500
527354200,11088,6,5,1978,1998,832,1707,0,0,2,0,3,1,2,2009,184000
527355150,9600,8,5,1981,1981,1104,2524,1,0,2,1,4,1,2,2009,278000
527356040,11880,7,5,1978,1978,704,1601,0,0,2,0,3,1,2,2009,157000
527359050,10400,7,5,1976,1976,0,1370,0,0,2,0,3,1,2,2009,152000
527359180,10304,5,7,1976,1976,381,1868,1,0,2,1,4,1,2,2009,197500
527364030,7000,7,5,2003,2003,622,1884,1,0,2,1,3,1,2,2009,240900
527365030,8004,8,5,2009,2009,544,1935,1,0,2,1,3,1,2,2009,263435
527366030,7500,8,5,2000,2001,0,1874,0,0,2,1,3,1,2,2009,220000
527368010,8470,8,5,2002,2002,225,1811,0,0,2,1,3,1,2,2009,235000
527375100,9373,5,7,1975,1975,1333,1621,1,0,2,0,3,1,2,2009,213000
527375180,10140,6,6,1974,1974,888,1116,1,0,2,0,3,1,2,2009,167900
527375210,11050,7,5,1975,1975,636,1193,0,0,2,0,3,1,2,2009,158000
527376100,10140,6,5,1974,1974,0,1350,0,0,2,0,3,1,2,2009,165000
527378140,10448,6,6,1972,1972,0,2119,0,0,2,1,3,1,2,2009,158000
527402220,8750,5,6,1970,1970,828,1002,1,0,1,0,3,1,2,2009,148500
527403040,7930,6,8,1969,2005,439,1026,1,0,1,0,3,1,2,2009,156000
527404020,7830,5,5,1970,1970,0,1180,0,0,1,1,2,1,2,2009,128000
527404030,8510,5,7,1971,1971,500,1050,1,0,1,1,3,1,1,2009,143000
527405130,7038,4,6,1970,1970,726,864,1,0,1,0,3,1,2,2009,76500
527405160,6960,4,6,1970,1970,375,864,0,0,1,0,3,1,2,2009,120500
527405180,8120,4,7,1970,1970,191,864,0,0,1,0,3,1,2,2009,124500
527425060,10500,4,6,1971,1971,524,864,0,0,1,0,2,1,2,2009,97000
527425110,9000,4,7,1971,2006,240,864,0,0,1,0,3,1,2,2009,130000
527450280,1680,6,5,1973,1973,254,987,1,0,1,1,2,1,1,2009,111000
527451110,2368,5,6,1970,1970,765,1365,0,0,1,1,3,1,2,2009,125000
527451320,1680,5,5,1971,1971,0,1302,0,0,2,1,3,1,1,2009,112000
527451540,1680,6,6,1972,1972,110,987,1,0,1,1,2,1,1,2009,97000
527451640,1680,6,8,1972,2007,162,987,0,0,1,1,2,1,1,2009,118000
527451650,1680,5,7,1972,1972,231,1302,0,0,2,1,3,1,1,2009,119500
527452060,4928,6,6,1976,1976,958,958,0,0,2,0,2,1,2,2009,143750
527453050,2308,6,5,1976,1976,306,1548,0,0,2,1,3,1,2,2009,146000
527453060,2280,6,6,1976,1976,566,1456,0,0,2,1,3,1,2,2009,148500
527453140,2280,7,5,1975,1975,435,1055,0,1,2,0,2,1,2,2009,123000
527454050,2308,6,5,1974,1974,257,1322,0,1,2,1,3,1,2,2009,147000
527454130,2349,6,5,1977,1977,389,1456,0,0,2,1,3,1,2,2009,137900
527455050,2364,6,5,1978,1978,320,1548,0,1,2,1,3,1,2,2009,147000
527455060,2289,6,6,1978,1978,311,1441,0,0,2,1,3,1,2,2009,148500
527455080,2364,6,5,1978,1978,279,1456,0,0,2,1,3,1,2,2009,138000
527455090,2104,7,6,1976,1976,536,836,0,1,1,0,2,1,1,2009,128500
527455240,7150,5,5,1967,1967,432,892,0,0,1,0,3,1,1,2009,100000
527455280,10710,5,7,1966,2004,644,1120,0,1,1,0,3,1,2,2009,148800
528102040,12456,10,5,2006,2007,1172,1718,1,0,2,0,3,1,3,2009,337500
528102140,14257,9,5,2007,2007,1360,2772,1,0,3,1,4,1,3,2009,462000
528104070,13518,9,5,2008,2009,0,3140,0,0,3,1,4,1,3,2009,485000
528106020,15431,10,5,2008,2008,1767,2402,1,0,2,0,2,1,3,2009,555000
528106070,13173,9,5,2006,2007,1572,1652,1,0,2,0,2,1,2,2009,325000
528108010,14230,8,5,2007,2007,0,1600,0,0,2,0,3,1,3,2009,256300
528108020,12704,8,5,2008,2009,0,2042,0,0,2,1,3,1,3,2009,253293
528108040,12350,9,5,2009,2009,986,2690,1,0,2,1,3,1,3,2009,398800
528108070,11308,9,5,2008,2008,936,2184,1,0,2,1,3,1,3,2009,335000
528108130,12350,9,5,2008,2008,1232,2020,1,0,2,0,3,1,3,2009,404000
528108140,12220,10,5,2009,2009,1436,2020,1,0,2,1,3,1,3,2009,402861
528110010,13478,10,5,2008,2008,1338,2296,1,0,2,1,3,1,3,2009,451950
528110020,13693,10,5,2007,2007,2288,2674,2,0,2,1,2,1,3,2009,610000
528110090,13891,9,5,2008,2009,0,2822,0,0,3,1,4,1,3,2009,582933
528112040,11578,9,5,2008,2008,0,1736,0,0,2,0,3,1,3,2009,360000
528116010,16870,8,5,2004,2005,1531,1782,1,0,2,0,3,1,3,2009,296000
528118060,23303,8,5,2007,2007,1230,2520,1,0,2,1,5,1,3,2009,409900
528120020,11146,8,5,2006,2006,0,1717,0,0,2,0,3,1,3,2009,255500
528120030,10367,9,5,2008,2008,1015,1743,1,0,2,0,3,1,3,2009,335000
528120160,9591,8,5,2004,2005,1088,1713,1,0,2,0,3,1,3,2009,274900
528120170,10872,9,5,2006,2006,1037,1531,1,0,2,0,2,1,3,2009,300000
528138010,13514,9,5,2008,2008,1142,1808,1,0,2,0,3,1,3,2009,324000
528142040,8834,9,5,2004,2005,1170,2224,1,0,2,1,4,1,3,2009,350000
528142090,11362,8,5,2004,2005,1039,1836,1,0,2,0,3,1,3,2009,280000
528142130,10655,8,5,2003,2004,1124,1629,1,0,2,0,3,1,3,2009,284000
528142150,12878,7,5,2003,2004,1262,1760,1,0,2,0,3,1,2,2009,269500
528144020,9541,7,5,2009,2009,0,1502,0,0,2,0,3,1,2,2009,233170
528166060,13472,10,5,2003,2003,56,2392,0,0,2,0,3,1,3,2009,386250
528166090,15274,9,5,2003,2003,1972,2452,2,0,2,0,3,1,3,2009,445000
528168030,13262,8,5,2003,2004,0,2400,0,0,3,1,4,1,3,2009,290000
528172060,9658,8,5,2006,2006,0,1606,0,0,2,0,3,1,3,2009,255900
528174050,6904,6,5,2005,2005,836,1358,0,0,2,0,2,1,2,2009,213000
528174060,5381,6,5,2005,2005,900,1306,1,0,2,0,1,1,2,2009,196000
528174070,5122,6,5,2005,2005,881,1306,1,0,2,0,1,1,2,2009,184500
528175050,10307,7,5,2007,2008,876,1358,1,0,2,0,2,1,2,2009,212500
528175060,5001,7,5,2007,2008,904,1314,1,0,2,0,2,1,2,2009,230000
528176030,14836,10,5,2004,2005,2146,2492,1,0,2,1,2,1,3,2009,552000
528178010,15262,8,5,2003,2004,1557,2200,1,0,2,1,3,1,3,2009,382500
528180120,7390,9,5,2008,2009,800,1884,1,0,2,0,2,1,2,2009,320000
528180130,6472,9,5,2008,2008,0,1456,0,0,2,0,2,1,2,2009,248500
528186010,16770,8,5,2002,2003,1196,1712,1,0,2,0,3,1,3,2009,286500
528186180,6240,8,5,2006,2006,863,1324,1,0,2,0,2,1,2,2009,254000
528188020,3480,7,5,2003,2003,0,1405,0,0,2,0,2,1,2,2009,173000
528188060,2268,7,5,2003,2004,567,1626,0,0,2,0,2,1,2,2009,173000
528218090,10928,7,5,2005,2005,0,1456,0,0,2,1,3,1,2,2009,184000
528220040,8918,6,5,2005,2006,0,1490,0,0,2,1,3,1,2,2009,167800
528221060,12589,6,5,2005,2005,0,1484,0,0,2,1,3,1,2,2009,174000
528221070,11911,6,5,2005,2005,0,1560,0,0,2,1,3,1,2,2009,174000
528228290,3684,7,5,2007,2007,0,1555,0,0,2,0,2,1,3,2009,174000
528228295,3635,7,5,2007,2007,988,1569,0,1,2,0,1,1,3,2009,175900
528228435,3182,7,5,2005,2006,16,1555,0,0,2,0,2,1,2,2009,192500
528228450,3182,7,5,2005,2006,16,1504,0,0,2,0,1,1,2,2009,181000
528228455,3182,7,5,2005,2006,16,1220,0,0,2,0,2,1,2,2009,180000
528228460,3182,7,5,2005,2006,16,1145,0,0,2,0,2,1,2,2009,160200
528235010,7795,7,5,2004,2005,425,1432,1,0,2,1,3,1,2,2009,188500
528235090,8068,6,5,2002,2002,0,2267,0,0,2,1,4,1,2,2009,200000
528235200,9434,7,5,2004,2005,0,1374,0,0,2,1,3,1,2,2009,170000
528240030,7984,7,5,2004,2005,0,1630,0,0,2,1,3,1,2,2009,189500
528240060,7750,8,5,2002,2002,353,1419,1,0,2,1,3,1,2,2009,184100
528240150,10125,7,5,2004,2004,0,1594,0,0,2,1,3,1,2,2009,195500
528250020,8965,7,5,2003,2003,652,1489,1,0,2,1,3,1,2,2009,192000
528250040,8174,7,5,2003,2003,494,1342,1,0,2,1,3,1,2,2009,178000
528253010,5063,7,5,2007,2008,904,1314,1,0,2,0,2,1,2,2009,207500
528275070,8795,7,5,2000,2000,300,2256,0,0,2,1,4,1,2,2009,236000
528275160,12891,8,5,2002,2002,651,2004,1,0,2,1,4,1,3,2009,257500
528280230,12224,6,5,2000,2000,695,2054,1,0,2,1,3,1,2,2009,244000
528290030,9734,7,5,2004,2004,241,1374,0,0,2,1,3,1,2,2009,167000
528290120,8123,6,5,2000,2000,0,1800,0,0,2,1,3,1,2,2009,179000
528290180,8433,6,5,2000,2000,683,1514,1,0,2,1,3,1,2,2009,190000
528290190,7750,7,5,1999,2000,0,1430,0,0,2,1,3,1,2,2009,156000
528292030,15896,7,5,1999,1999,913,2312,1,0,2,1,4,1,3,2009,245000
528292040,24682,6,5,1999,1999,0,1675,0,0,2,1,3,1,2,2009,181000
528292070,8755,7,5,1999,1999,772,2060,1,0,2,1,3,1,2,2009,214000
528294050,7848,7,6,1999,1999,0,1430,0,0,2,1,3,1,2,2009,168000
528315090,9430,8,5,1999,1999,1163,2365,1,0,2,1,3,1,3,2009,337000
528321010,15138,8,5,1995,1996,689,2794,1,0,2,1,4,1,3,2009,403000
528327070,12720,8,5,2000,2000,1173,2687,1,0,2,1,4,1,3,2009,327000
528344040,16545,8,5,1998,1998,781,2450,1,0,2,1,3,1,3,2009,340000
528344100,12203,8,5,1998,1999,854,2612,1,0,2,1,4,1,3,2009,336000
528354050,10208,7,5,1996,1997,0,2344,0,0,2,1,3,1,3,2009,265000
528363050,10750,8,5,1994,1995,236,2063,1,0,2,0,3,1,3,2009,315000
528365070,9900,7,5,1993,1993,987,2646,1,0,2,1,4,1,3,2009,260000
528385050,9085,7,5,1995,1996,816,2061,1,0,2,1,3,1,2,2009,260000
528387030,11692,8,5,1993,1994,624,2232,1,0,2,1,3,1,2,2009,263550
528390100,46589,8,7,1994,2005,1361,2448,1,0,2,1,4,1,3,2009,402000
528390210,29959,7,6,1994,1994,595,1850,0,0,2,1,3,1,2,2009,248000
528427020,9612,8,5,2008,2009,0,1468,0,0,2,0,3,1,3,2009,244600
528431020,11194,8,5,2008,2008,0,1696,0,0,2,0,3,1,3,2009,275000
528431070,10206,8,5,2008,2008,0,1658,0,0,2,1,3,1,3,2009,257500
528435030,9262,8,5,2008,2009,0,1578,0,0,2,0,3,1,3,2009,287090
528435050,10130,8,5,2007,2007,1294,1702,1,0,2,0,3,1,3,2009,275500
528439060,9139,8,5,2006,2006,379,1432,0,0,2,0,3,1,2,2009,245000
528441020,9675,7,5,2005,2005,341,1971,0,0,2,1,3,1,2,2009,253000
528441090,11128,9,5,2005,2006,2158,2490,1,0,2,0,2,1,3,2009,468000
528456180,8640,7,5,2009,2009,822,1852,1,0,2,1,3,1,2,2009,252678
528456220,9000,8,5,2008,2008,0,1590,0,0,2,1,3,1,2,2009,210000
528456240,7862,6,5,2009,2009,27,1218,0,0,2,0,2,1,2,2009,208300
528458020,7993,7,5,2008,2009,0,1436,0,0,2,0,3,1,2,2009,225000
528458040,8640,8,5,2009,2009,936,1314,1,0,2,0,3,1,2,2009,229456
528458060,8640,7,5,2008,2008,0,1402,0,0,2,0,3,1,2,2009,229800
528458140,12606,9,5,2007,2008,0,1530,0,0,2,0,3,1,3,2009,250000
528458160,9187,9,5,2009,2009,1121,1766,1,0,2,1,2,1,3,2009,370878
528458180,7500,8,5,2006,2007,24,1448,0,0,2,0,2,1,2,2009,238500
528477050,11003,10,5,2008,2008,765,2007,1,0,2,1,3,1,3,2009,310000
528477070,10603,8,5,2006,2006,682,1795,1,0,2,1,3,1,3,2009,270000
528480040,10574,8,5,2005,2006,0,1953,0,0,2,1,3,1,3,2009,252000
528480130,8125,7,5,2006,2007,812,1550,1,0,2,0,2,1,2,2009,241000
528480170,8125,8,5,2008,2009,0,1836,0,0,2,0,3,1,2,2009,264500
528482040,10625,7,5,2006,2007,1430,1662,1,0,2,0,3,1,3,2009,291000
528482130,9375,7,5,2003,2004,0,2094,0,0,2,1,4,1,2,2009,263000
528488100,7500,7,5,2004,2005,410,1221,1,0,2,0,2,1,2,2009,185000
528490040,8736,7,5,2003,2004,771,1553,1,0,2,0,3,1,2,2009,234500
528490070,8127,7,5,2003,2003,410,1653,1,0,2,1,3,1,2,2009,209000
531363010,9605,7,6,2007,2007,0,1218,0,0,1,1,3,1,2,2009,159000
531363030,7500,7,5,2006,2006,54,1141,1,0,1,1,3,1,2,2009,152000
531369010,10628,7,5,2004,2004,0,1812,0,0,2,1,3,1,2,2009,193000
531369020,10141,8,5,2004,2004,516,1512,0,0,2,0,3,1,3,2009,203000
531371050,10083,7,5,2003,2003,833,1200,1,0,2,0,2,1,2,2009,184900
531375040,13072,7,5,2004,2005,0,1114,0,0,1,1,3,1,2,2009,159000
531375130,12450,5,5,2003,2004,836,1114,1,0,2,0,3,1,2,2009,153000
531376090,7328,7,5,2008,2009,0,1450,0,0,2,0,2,1,3,2009,224243
531379050,11492,7,5,1996,1997,637,2122,1,0,2,1,4,1,2,2009,220000
531382070,10994,8,5,2005,2006,976,1844,1,0,2,0,2,1,2,2009,257000
531385020,8529,7,5,2001,2001,20,1434,0,0,2,0,3,1,2,2009,189000
531450120,7703,6,6,1992,1992,52,1730,0,0,2,1,3,1,2,2009,171500
531452010,10762,6,6,1980,1980,0,1217,0,0,1,1,3,1,1,2009,120000
531452070,7175,6,5,1990,1991,0,1332,0,0,2,0,2,1,2,2009,145000
531452260,9109,7,5,1994,1994,36,1540,1,0,2,1,3,1,2,2009,184000
531453100,10274,6,7,1986,1986,331,1400,0,0,2,1,3,1,2,2009,162000
531475220,8250,6,7,1981,1981,0,1882,0,0,2,0,4,2,2,2009,160000
531477020,8400,4,4,1950,1950,0,841,0,0,1,0,2,1,1,2009,82000
531479020,9000,6,3,1928,1950,0,784,0,0,1,0,2,1,2,2009,76000
532353020,9750,5,5,1962,1962,68,980,1,0,1,0,3,1,2,2009,110000
532353130,7064,5,6,1977,1977,560,980,0,0,1,0,3,1,2,2009,135000
532354160,8499,5,6,1961,1961,660,864,1,0,1,0,3,1,2,2009,141000
532354230,9079,5,5,1961,1961,864,864,0,0,1,0,2,1,1,2009,122000
532376070,9316,5,5,1965,1965,544,1020,0,0,2,0,3,1,1,2009,124100
532376110,7791,5,8,1963,1995,624,912,1,0,1,0,3,1,1,2009,129000
532377130,10000,5,6,1961,1983,594,1144,1,0,1,0,3,1,1,2009,131400
532378120,8281,5,5,1965,1965,553,864,0,0,1,0,3,1,1,2009,62383
532378180,7150,5,6,1962,1962,140,912,0,1,1,0,3,1,1,2009,123000
532478020,15676,8,8,1980,1980,1733,2014,1,0,2,0,2,1,3,2009,275000
533135020,11949,7,8,1991,2008,601,1755,0,1,2,1,3,1,2,2009,235000
533206020,2880,7,5,2004,2005,0,3005,0,0,2,1,3,1,3,2009,280750
533210010,3951,6,5,2009,2009,0,1224,0,0,2,1,2,1,2,2009,164500
533210020,3000,6,5,2009,2009,294,1224,0,0,2,1,2,1,2,2009,173733
533213010,3830,6,5,2008,2008,0,1726,0,0,2,1,2,1,2,2009,222000
533213020,4217,6,5,2008,2008,962,1256,1,0,1,1,1,1,2,2009,195000
533213040,3230,6,5,1999,1999,381,1471,0,0,2,1,3,1,2,2009,172500
533221040,2998,6,5,2000,2000,507,1512,1,0,2,1,2,1,2,2009,180000
533223030,3768,7,5,1999,1999,549,1452,1,0,2,1,3,1,2,2009,156000
533236050,2645,8,5,1999,2000,649,1739,1,0,2,1,3,1,2,2009,172500
533252040,14694,8,9,1977,2008,1252,1694,1,0,2,0,2,1,2,2009,318750
533253070,3782,8,5,1981,1981,960,1226,1,0,1,0,1,1,2,2009,211500
533254050,15417,7,5,1981,1981,121,1740,0,0,1,1,2,1,2,2009,241600
533254110,9600,8,5,1976,1976,0,2499,0,0,2,1,4,1,2,2009,180500
533352150,9991,4,4,1976,1993,1116,1620,1,0,2,0,3,1,2,2009,150000
534125080,11700,6,6,1968,1968,298,1556,0,0,1,1,4,1,2,2009,154000
534127130,11717,6,6,1970,1970,0,1442,0,0,2,0,2,1,2,2009,185000
534127170,9156,6,7,1968,1968,0,1489,0,0,2,0,3,1,2,2009,185750
534128010,10382,7,6,1973,1973,859,2090,1,0,2,1,3,1,2,2009,200000
534128020,12732,7,6,1974,1974,560,2067,0,0,2,1,3,1,2,2009,206000
534128100,12936,6,6,1972,1972,593,1395,0,1,1,1,3,1,2,2009,162000
534128190,10400,6,7,1967,1997,0,2640,0,0,2,1,5,1,2,2009,256900
534129080,17871,6,5,1967,1976,528,1724,1,0,1,1,3,1,2,2009,197900
534129370,9600,5,5,1969,1969,553,1336,0,1,2,0,3,1,2,2009,163000
534129380,9000,6,5,1969,1969,955,1216,1,0,1,0,3,1,1,2009,113000
534151120,13774,7,7,1977,1992,432,2288,0,0,1,2,4,1,2,2009,230000
534152120,9650,6,5,1977,1977,686,1334,0,1,2,0,2,1,2,2009,167900
534175080,10140,7,5,1998,1999,144,1680,1,0,2,0,3,1,2,2009,213250
534177230,8400,8,6,2001,2001,643,1665,1,0,2,1,3,1,2,2009,227000
534200030,7130,5,6,1967,1967,648,864,0,1,1,0,2,1,1,2009,130000
534202170,9600,5,5,1967,1967,0,1568,0,0,1,1,3,1,2,2009,143000
534226120,9100,5,6,1965,1965,338,925,0,1,1,0,2,1,1,2009,117500
534250400,9600,7,5,1974,1974,698,2061,0,1,2,1,4,1,2,2009,168500
534251030,16500,6,5,1971,1971,962,1320,0,1,2,0,3,1,2,2009,172500
534252240,9790,6,5,1967,1967,251,1342,0,0,2,0,3,1,2,2009,161500
534275060,7436,4,7,1960,1960,734,894,1,0,1,0,2,1,2,2009,141500
534275100,8125,5,7,1959,1959,403,864,0,0,1,0,3,1,1,2009,118000
534276040,9100,6,6,1959,1959,612,864,0,0,1,0,2,1,1,2009,127500
534277090,9450,4,5,1957,1957,775,1362,1,0,1,0,3,1,3,2009,140000
534278070,13495,5,6,1956,1956,625,1728,1,0,2,0,3,1,2,2009,177625
534278230,11475,5,5,1958,1958,0,1776,1,0,2,0,4,2,3,2009,110000
534400050,10004,6,6,1964,1964,196,1516,0,0,1,1,3,1,2,2009,167000
534400290,9350,5,6,1961,1995,310,1313,1,0,1,1,3,1,2,2009,153000
534402060,10500,5,5,1964,1964,998,1292,1,0,1,1,3,1,2,2009,145100
534402140,11000,5,6,1966,1966,740,1154,0,0,1,1,3,1,2,2009,154000
534402170,8970,5,6,1965,1965,388,2140,0,0,2,1,4,1,2,2009,177500
534403370,12095,6,6,1964,1964,564,1445,0,0,1,1,3,1,2,2009,158000
534426110,9600,5,6,1959,1959,991,1041,1,0,1,0,3,1,1,2009,124500
534429150,11475,6,6,1961,1961,568,1576,1,0,1,0,4,1,2,2009,174500
534431130,9768,5,5,1955,1955,100,960,1,0,1,0,2,1,1,2009,122000
534451110,7015,5,4,1950,1950,185,1203,1,0,1,0,3,1,1,2009,110000
534475185,12160,6,4,1953,1953,1024,1505,1,0,1,0,2,1,2,2009,149500
534475250,9900,6,5,1967,1967,1173,1691,1,0,1,0,2,1,2,2009,175000
534476150,9600,6,5,1953,1953,1285,1644,1,0,1,0,3,1,2,2009,167000
534476320,9600,5,6,1956,1956,504,1050,0,0,1,0,2,1,1,2009,128900
534477110,9600,6,8,1950,2005,120,1668,0,0,1,1,3,1,1,2009,140000
534478230,9600,5,7,1950,2007,607,1113,0,0,1,0,3,1,1,2009,147000
535101120,8944,5,5,1967,1967,0,1584,0,0,2,0,4,2,3,2009,124000
535104120,10573,6,6,1961,1961,1312,1453,1,0,2,0,3,1,2,2009,187500
535105100,9500,6,5,1963,1963,609,1394,1,0,1,1,3,1,2,2009,159000
535125070,14695,6,8,1966,2008,1387,1567,1,0,2,0,2,1,2,2009,256000
535125090,13600,7,6,1965,1990,454,1986,0,0,2,1,3,1,2,2009,205000
535126010,13000,6,6,1968,1968,448,2142,0,0,2,1,4,1,1,2009,193500
535126100,13560,6,3,1968,1968,0,1392,1,0,1,0,2,1,2,2009,110000
535150070,12513,4,4,1920,2007,0,1738,0,0,2,0,4,1,1,2009,104900
535151040,8760,5,7,1956,1956,856,1144,1,0,1,0,3,1,1,2009,150000
535152230,8400,6,3,1957,1957,189,1478,1,0,1,1,3,1,2,2009,156500
535154060,12285,7,6,1960,1960,544,1329,0,0,1,1,3,1,2,2009,176000
535154130,9240,6,8,1959,1998,708,988,1,0,2,0,3,1,1,2009,149500
535175030,9600,6,6,1958,1988,620,1632,1,0,2,0,3,1,1,2009,139000
535175050,12400,6,7,1958,1998,585,1215,0,0,1,0,3,1,1,2009,155000
535178040,8750,5,5,1956,1956,435,1202,0,1,1,0,3,1,1,2009,120000
535178120,8750,5,5,1955,1955,172,1382,0,1,1,0,3,1,1,2009,153000
535179160,10400,4,5,1956,1956,155,1200,1,0,1,0,3,1,1,2009,144000
535300120,19296,6,5,1962,1962,672,1382,1,0,1,0,3,1,2,2009,176000
535301170,8532,5,6,1954,1990,1213,1297,0,1,1,0,3,1,2,2009,153000
535302120,9482,5,4,1958,1958,0,1866,0,0,2,0,4,2,2,2009,135000
535303110,8128,6,7,1954,1954,490,1062,1,0,1,0,3,1,1,2009,131000
535303150,10634,5,6,1953,1953,428,1319,1,0,1,0,3,1,1,2009,123000
535304100,13070,5,5,1951,1951,308,1112,0,0,1,0,2,1,2,2009,126000
535325290,10434,4,5,1955,1955,0,1005,0,0,1,0,2,1,2,2009,115000
535351050,14559,5,7,1951,2000,650,1363,1,0,1,0,2,1,1,2009,164900
535352090,8480,5,6,1945,1950,700,793,1,0,1,0,2,1,1,2009,113000
535353040,7626,5,8,1952,2005,931,1031,1,0,1,0,2,1,1,2009,145500
535353060,9533,5,5,1953,1953,0,1210,0,0,1,1,2,1,1,2009,102900
535353140,10615,3,5,1900,1970,440,1699,1,0,2,0,3,2,2,2009,95000
535353240,11419,7,7,1948,1999,699,1527,1,0,1,1,3,1,2,2009,152500
535354070,9600,5,6,1950,1950,390,1200,0,0,1,0,3,1,1,2009,129900
535354100,8000,6,6,1948,2002,680,972,1,0,1,0,2,1,1,2009,132000
535375010,5470,3,5,1958,1958,0,792,0,0,1,0,2,1,1,2009,99900
535375050,10410,5,7,1916,1987,0,1656,0,0,2,1,3,1,1,2009,135000
535376060,10800,5,7,1939,2006,0,1352,0,1,2,0,4,1,2,2009,149000
535377150,8146,4,8,1900,2003,0,1039,0,0,1,0,2,1,1,2009,114000
535378020,9022,5,8,1924,2006,0,792,0,0,1,0,2,1,1,2009,109500
535378120,10230,5,7,1925,1950,0,1078,0,0,1,0,3,1,1,2009,125000
535381040,10410,4,5,1915,1950,0,2377,0,0,2,0,3,1,2,2009,142900
535382100,7200,7,9,1910,2008,0,1690,0,0,2,0,4,1,2,2009,156500
535383070,5400,4,6,1920,1950,315,1374,0,0,1,0,2,1,1,2009,105000
535383110,10800,5,7,1920,1950,0,846,0,0,1,0,2,1,2,2009,106000
535383120,10800,3,5,1890,1998,0,725,0,0,1,1,1,1,1,2009,78500
535402010,9671,6,5,1969,1969,0,2544,0,0,2,2,6,2,3,2009,190000
535402090,10143,6,7,1963,1963,384,1380,0,0,1,1,3,1,1,2009,154000
535402270,11500,6,4,1967,1967,872,1040,1,0,1,0,3,1,2,2009,163000
535402330,11643,5,5,1969,1969,500,2634,1,1,2,2,6,2,4,2009,200000
535403190,8010,6,9,1958,2007,745,951,1,0,1,0,2,1,2,2009,143500
535403210,10454,6,6,1957,1957,546,1105,0,0,1,0,3,1,1,2009,135000
535403280,8712,5,7,1957,2000,860,1306,1,0,1,0,2,1,1,2009,153000
535425070,17600,6,5,1960,1960,1270,1478,1,0,2,0,3,1,2,2009,157500
535426150,9000,6,6,1958,1958,0,1142,0,0,1,0,2,1,1,2009,113500
535450070,12144,5,7,1949,1950,375,1268,0,0,1,0,3,1,1,2009,133000
535450160,8544,3,4,1950,1950,0,1040,0,0,2,0,2,2,2,2009,92900
535450200,8064,6,5,1950,1950,621,1133,0,0,1,0,3,1,2,2009,128500
535451170,7200,4,5,1949,1950,0,1040,0,0,2,0,2,2,2,2009,90000
535451250,7200,5,4,1950,1982,180,1904,1,0,1,1,3,1,1,2009,138000
535452090,7350,5,6,1958,1958,0,1041,0,0,1,0,3,1,1,2009,128000
535452100,7560,5,6,1958,1965,504,1339,0,0,1,0,3,1,1,2009,139000
535452140,7200,5,7,1952,1952,630,732,1,0,1,0,2,1,1,2009,118900
535453100,8000,5,5,1959,1959,433,1183,1,0,1,0,3,1,1,2009,138000
